ticker,company_name,province,hq_address_raw,soe_dummy_final,state_own_share
LM8,Công ty Cổ phần Lilama 18,Hồ Chí Minh,"\u003c/b\u003e Sô 9-19 Hồ Tùng Mậu, Phường Sài Gòn, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 382 984 90 Fax: 84-(8) 382 108 53\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Hà Nội,"\u003c/b\u003e LPB Tower, số 210 Trần Quang Khải, Phường Hoàn Kiếm, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 62 668 668 - Fax: 024 62 669 669\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
LSS,Công ty Cổ phần Mía đường Lam Sơn,Thanh Hóa,"\u003c/b\u003e Thị trấn Lam Sơn, huyện Thọ Xuân, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0373.8 996.667 Fax: 0373.8 996.667\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",0,
MAC,Công ty cổ phần Tập đoàn MacStar,Hải Phòng,"\u003c/b\u003e Số 8A đường vòng Vạn Mỹ, Ngô Quyền, Hải Phòng, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(31) 3 766 561 Fax: 84-(31) 3 765 771\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",0,
MAS,Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng,Đà Nẵng,"\u003c/b\u003e Sân Bay Quốc Tế Đà Nẵng, Quận Hải Châu, TP Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 382 66 80 - Fax: 84-(511) 382 61 33\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
MBG,Công ty cổ phần Tập đoàn MBG,Hà Nội,"\u003c/b\u003e Số nhà 1B, ngõ 880 đường Bạch Đằng, P. Thanh Lương, Q. Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (04) 3644 7655 - Fax: (04) 3644 7655\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
MBS,Công ty cổ phần Chứng khoán MB,Hà Nội,"\u003c/b\u003e Tầng 7+8, tòa nhà MB, 21 Cát Linh, phường Ô Chợ Dừa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3726 2600 - Fax: +84-(04)-3726 2601\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
MCC,Công ty Cổ phần Gạch ngói cao cấp,Bình Dương,"\u003c/b\u003e 246 Cây Chàm, phường Thạnh Phước, T.P Tân Uyên, tỉnh Bình Dương\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(650) 365 82 78 Fax: 84-(650) 362 53 79\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
MCM,Công ty cổ phần Giống bò sữa Mộc Châu,Sơn La,"\u003c/b\u003e Số 912 đường Thảo Nguyên, phường Thảo Nguyên, Tỉnh Sơn La\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-21) 2386 6065 - (+84-21) 2386 9848 Fax: (+84\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",0,
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Hà Nội,"\u003c/b\u003e Số 8, ngõ 121 Thái Hà, Quận Đống Đa, Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3 537 32 41 | Fax: 84-(4) 3 537 32 40\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ô",0,
MDC,Công ty cổ phần Than Mông Dương - Vinacomin,Quảng Ninh,"\u003c/b\u003e Tổ 7, khu 3, phường Mông Dương, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(33) 386 82 71 - Fax: 84-(33) 386 82 76\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
MDG,Công ty Cổ phần miền Đông,Đồng Nai,"\u003c/b\u003e Đường số 1, KCN Biên Hòa 1, P.An Bình, Tp.Biên Hòa, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 06 1383 6371 Fax: 061.3836194\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
MED,Công ty cổ phần Dược Trung ương Mediplantex,Hà Nội,"\u003c/b\u003e 358 đường Giải Phóng, Thanh Xuân, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 3864 3360 - Fax: (024) 3864 1584\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u00",0,
MEL,Công ty Cổ phần Thép Mê Lin,Vĩnh Phúc,"\u003c/b\u003e Khu Hành chính số 8, phường Đống Đa, thành phố Vĩnh Yên, tỉnh Vĩnh Phúc\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0211)2479553 Fax : (0211)2479553\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Hà Nội,"\u003c/b\u003e Tầng 5-6, số 21 Cát Linh, Phường Cát Linh, quận Đống Đa, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 62853388 Fax: (024) 62853366\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
MKV,Công ty Cổ phần Dược Thú y Cai Lậy,Tiền Giang,"\u003c/b\u003e Khu phố 1, phường 5, thị xã Cai Lậy, tỉnh Tiền Giang\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(73) 3 820 974 Fax: 84(73) 3 710 769\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,0.4
MSB,Ngân hàng Thương mại cổ phần Hàng hải Việt Nam,Hà Nội,"\u003c/b\u003e Số 54A Nguyễn Chí Thanh - Phường Láng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024) 3771 0981 - Fax: +84-(024) 3771 8899\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
NAB,Ngân hàng Thương mại cổ phần Nam Á,Hồ Chí Minh,"\u003c/b\u003e 201-203 Cách Mạng Tháng Tám, phường 4, quận 3, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-8) 3929 6699 Fax: (84-8) 3929 6688\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",0,
NAG,Công ty cổ phần Tập đoàn Nagakawa,Vĩnh Phúc,"\u003c/b\u003e Khu 9, Phường Phúc Thắng, Thành phố Phúc yên, Tỉnh Vĩnh Phúc\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02432151329Fax: (84-211) 3 873 569\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
NAV,Công ty Cổ phần Nam Việt,Hồ Chí Minh,"\u003c/b\u003e 18F Tăng Nhơn Phú, Khu phố 4, Phường Phước Long B, Quận 9, Tp. Hồ Chí Minh. \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3 731 39 91 - Fax: 84-(8) 3 731 36 41\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười côn",0,0.2
NBC,Công ty cổ phần Than Núi Béo – Vinacomin,Quảng Ninh,"\u003c/b\u003e 799 Lê Thánh Tông, phường Hồng Gai, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(033)-3825 220 - Fax: +84-(033)-3625 270\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
NBP,Công ty Cổ phần Nhiệt điện Ninh Bình,Ninh Bình,"\u003c/b\u003e 01A Đường Hoàng Diệu, T.P Ninh Bình, tỉnh Ninh Bình\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(030) 2210 537 Fax : 84-(030) 3873 762\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
NBW,Công ty Cổ phần Cấp nước Nhà Bè,Hồ Chí Minh,"\u003c/b\u003e 1179 Nguyễn Văn Linh, khu phố 41, phường Tân Hưng, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 19001210 Fax: 028.51422500\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Hà Nội,"\u003c/b\u003e Sân bay Quốc tế Nội Bài, Xã Nội Bài, Thành phố Hà Nội, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-24) 35840905 Fax: (84-24) 35840906\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",0,
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Đà Nẵng,"\u003c/b\u003e 31 Núi Thành, phường Hòa Thuận Đông, quận Hải Châu, thành phố Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(0511) 3613 797 Fax +84-(0511) 3613 797 \u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",0,
NFC,Công ty Cổ phần Phân lân Ninh Bình,Ninh Bình,"\u003c/b\u003e Thôn Bộ Đầu, phường Nam Hoa Lư, tỉnh Ninh Bình\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (030) 3610 024 / 863 - Fax: (030) 3610 013\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
NHC,Công ty Cổ phần Gạch Ngói Nhị Hiệp,Hồ Chí Minh,"\u003c/b\u003e 34 đường ĐT 743, phường Tân Đông Hiệp, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(650) 3749 080 Fax: 84-(650) 3749 287\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
NHH,Công ty Cổ phần Nhựa Hà Nội,Hà Nội,"\u003c/b\u003e Tổ 12, Phường Phúc Lợi, Quận Long Biên, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 (024) 3875 6885 - Fax: +84 (024) 3875 6885\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
NKG,Công ty Cổ phần Thép Nam Kim,Bình Dương,"\u003c/b\u003e Lô A1, Đường Đ2, KCN Đồng An 2, Phường Bình Dương, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0274)3 748 848 / Fax: (0274)3 748 868\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
NRC,Công ty Cổ phần Tập đoàn NRC,Hồ Chí Minh,"\u003c/b\u003e 3 Trần Nhật Duật, phường Tân Định, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-3846.9839\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp",0,
NST,Công ty Cổ phần Ngân Sơn,Bắc Ninh,"\u003c/b\u003e số 1, đường TS1, KCN Tiên Sơn, xã Đại Đồng, tỉnh Bắc Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0241)-6263 679 - Fax: (0241)-6263 686\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,1.0
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Đồng Nai,"\u003c/b\u003e Ấp 3, xã Phước Khánh, huyện Nhơn Trạch, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0251 222 5893 - Fax: 0251 222 5897\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông",0,
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Bình Dương,"\u003c/b\u003e Đường ĐT 747B, P. Khánh Bình, thị xã Tân Uyên, tỉnh Bình Dương\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0274) 3652 328 - Fax: (0274) 3652 325\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",0,
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Hải Phòng,"\u003c/b\u003e Số 2 An Đà, phường Gia Viên, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84 31) 3640758 - Fax: (84 31) 3847755\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u",0,
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,Hồ Chí Minh,"\u003c/b\u003e 313B - 315 Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84) 906353838 - Fax:(84 8) 39153838\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
OCB,Ngân hàng Thương mại cổ phần Phương Đông,Hồ Chí Minh,"\u003c/b\u003e Tòa nhà The Hallmark, số 15 Trần Bạch Đằng, phường An Khánh, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-3822 0960 - Fax: +84-(08)-3822 0963\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thôn",0,
OCH,Công ty Cổ phần One Capital Hospitality,Hà Nội,"\u003c/b\u003e Tầng 8, Tòa nhà Leadvisors Tower, 643 Phạm Văn Đồng, phường Cổ Nhuế 1, quận Bắc Từ Liêm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024)-3772.6909 - Fax: +84-(024)-3772.6908\u003c/p\u003e\u003cp\u0",0,
ONE,Công ty Cổ phần Công nghệ ONE,Hà Nội,"\u003c/b\u003e 135 Hoàng Ngân, phường Yên Hòa, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3976 50 86 Fax: 84-(4) 3976 51 23\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
OPC,Công ty cổ phần Dược phẩm OPC,Hồ Chí Minh,"\u003c/b\u003e 1017 Hồng Bàng, Phường Phú Lâm, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(28)-3751 7111 fax: ( 84-28) 38752048\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Thái Bình,"\u003c/b\u003e Tầng 7, Tòa nhà Ruby, số 81-83-85 Hàm Nghi, phường Nguyễn Thái Bình, quận 1, thành phố HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84 (028) 7301 3839 - Fax: 84 (028) 3911 8015\u003c/p\u003e\u003cp\u003e\u003cb\",0,
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Hồ Chí Minh,"\u003c/b\u003e 321 Trần Hưng Đạo, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 392030 62/63 Fax: 84-(8) 392030 60/61\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
PAN,Công ty Cổ phần Tập đoàn PAN,Tây Ninh,"\u003c/b\u003e 81B, quốc lộ 62, Phường Long An, tỉnh Tây Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 384 068 68 - Fax: 84-(8) 251 4 67 21\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
PBP,Công ty cổ phần Bao bì Dầu khí Việt Nam,Bạc Liêu,"\u003c/b\u003e Lô A1-3, KCN Trà Kha, Phường 8, Thành phố Bạc Liêu, Tỉnh Bạc Liêu\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0781) 3957555 - Fax: 0781 3 957 666\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",1,0.51
PCE,Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Gia Lai,"\u003c/b\u003e Lô A2, cụm Công nghiệp Nhơn Bình, P.Quy Nhơn, tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 056.3848588\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp",0,
PCH,Công ty Cổ phần Nhựa Picomat,Hà Nội,"\u003c/b\u003e Thôn Cầu Liêu, xã Tây Phương, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0988.330.555\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\u003e\u003",0,
PCT,Công ty cổ phần Vận tải biển Global Pacific,Hồ Chí Minh,"\u003c/b\u003e Tầng 10, Riverfront Financial Centre, 3A-3B Tôn Đức Thắng, phường Sài Gòn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-6258 2330 - Fax: +84-(08)-62582 334\u003c/p\u003e\u003cp\u003e\u003cb\",0,
PEN,Công ty cổ phần Xây lắp III Petrolimex,Hồ Chí Minh,"\u003c/b\u003e 2286 Huỳnh Tấn Phát, Ấp 38, xã Nhà Bè, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-3940 4602 - Fax: +84-(08)-3940 4606\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Hồ Chí Minh,"\u003c/b\u003e Lầu 6, tòa nhà PetroVietNam số 1 - 5 Lê Duẩn, phường Sài Gòn, Tp. HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-3 911 7777 Fax: 84-3 911 6789\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",0,
PGC,Tổng Công ty Gas Petrolimex-CTCP,Hà Nội,"\u003c/b\u003e Tầng 8, Toà nhà văn phòng Petrolimex, số 1 Khâm Thiên, Phường Văn Miếu - Quốc Tử Giám, Thành phổ Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3864 12 12/ 3864 22 43 Fax: 84-(4) 3864 22\u003c/p\u003e\u0",0,
PGD,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Hồ Chí Minh,"\u003c/b\u003e Lầu 7, tòa nhà PV Gas Tower, Số 673 Nguyễn Hữu Thọ, Xã Nhà Bè, TPHCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3784 0445 Fax: 84-(8) 3784 0446\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
PGI,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Hà Nội,"\u003c/b\u003e Tầng 21, 22 tòa nhà MIPEC, số 229 Tây Sơn, Quận Đống Đa, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 04 3776 0867 Fax: 04 3776 0868\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
PGN,Công ty Cổ phần Phụ gia Nhựa,Vĩnh Phúc,"\u003c/b\u003e thôn Minh Quyết, phường Khai Quang, T.P Vĩnh Yên, tỉnh Vĩnh Phúc\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0211. 3717108 - Fax: 0211. 3717107\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,Hồ Chí Minh,"\u003c/b\u003e Tầng 4 tòa nhà PetroVietnam, số 1-5 Lê Duẩn, P.Sài Gòn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.28). 3910 0108 - 3910 0324 / Fax: (84.28). 391\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười cô",0,
PGT,Công ty Cổ phần PGT Holdings,Hồ Chí Minh,"\u003c/b\u003e Lầu 12 Tòa nhà Pax Sky, 144-146-148 Lê Lai, phường Bến Thành, quận 1, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 6684 0446 / Fax: 028 3512 4124\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
PHC,Công ty cổ phần Xây dựng Phục Hưng Holdings,Hà Nội,"\u003c/b\u003e Tầng 1, tháp A, toà nhà CT2 (The light), đường Tố Hữu, phường Đại Mỗ, Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 6275 6061 Fax: 84-(4) 6275 6065\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
PHR,Công ty cổ phần Cao su Phước Hòa,Hồ Chí Minh,"\u003c/b\u003e Thửa đất số 374, tờ bản đồ 17, ấp 2A, xã Phước Hòa, huyện Phú Giáo, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(65)3657 106 - Fax: 84-(65)3657 110\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",0,
PIA,Công ty cổ phần Tin học Viễn thông Petrolimex,Hà Nội,"\u003c/b\u003e Số 1 Khâm Thiên, P.Khâm Thiên, Q.Đống Đa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e \u0027\u0027\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông Nguyễn Văn Qúy - Kế to",1,0.51
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Hồ Chí Minh,"\u003c/b\u003e 54-56 Bùi Hữu Nghĩa, Phường An Đông, Tp Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3838 34 00 Fax: 84-(8) 3838 35 00\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Hà Nội,"\u003c/b\u003e Số 49 đường Đức Giang, phường Đức Giang, quận Long Biên, Hà Nội \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 827 27 20 Fax: 84-(4) 877 03 22\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,0.15
PJT,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Điện Biên,"\u003c/b\u003e Tầng 7, Tòa nhà số 322 Điện Biên Phủ, Phường Thạnh Mỹ Tây, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.8) 3 899 1101 Fax: (84.8) 3 512 1775\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",1,0.5121
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Hà Nội,"\u003c/b\u003e Tầng 18 \u0026 19 toà nhà 229 Tây Sơn, phường Kim Liên, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3851 3205 - Fax: +84-(04)-3851 3207\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Hải Phòng,"\u003c/b\u003e Lô đất CN4.3 Khu công nghiệp MP Đình Vũ, Khu kinh tế Đình Vũ – Cát Hải, P. Đông Hải 2, Q. Hải An, Tp. Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-24) 3555 1669 Fax: (+84-24) 3555 1671\u003c/p\u",0,
PMB,Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Hà Nội,"\u003c/b\u003e Tầng 4, tòa nhà Viện Dầu khí Việt Nam, số 167 đường Trung Kính, P.Yên Hòa, Q.Cầu Giấy, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 04.35378256| Fax: 04.35378255\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",0,
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Hồ Chí Minh,"\u003c/b\u003e 367 Nguyễn Trãi, P.Cầu Ông Lãnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8)39 200300/38 375300 Fax: 84-(8)39 200 096\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
