ticker,company_name,industry,state_own_pct,soe_dummy,hq_address_raw,province,state_own_source,ownership_keywords_hit,source
CKG,Công ty Cổ phần Tập đoàn CIC,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e số 34 đường Trần Phú, phường Rạch Giá, tỉnh Kiên Giang\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0297 3) 860.439 – 874.660 Fax: (02973) 866.451\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",Kiên Giang,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CLC,Công ty Cổ phần Cát Lợi,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 934D2, Đường D, Khu CN Cát Lái, P. Thạnh Mỹ Lợi, Quận 2, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 374 211 18 Fax: 08 374 209 23\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CLL,Công ty cổ phần Cảng Cát Lái,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Đường Nguyễn Thị Định , Phường Cát Lái, TP. Hồ Chí Minh, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (08)374 23499/23501 Fax: (08)374 23500\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 97, Phạm Hữu Chí, Phường 12, Quận 5, Tp.HCM \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (08) 38 552 354 Fax: (84-8) 39 550 424\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông L",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,${this.renderText(this.dataTable?.Nganh)},12.0,1,"\u003c/b\u003e 70-72 Đề Thám, Phường 2, TP Cà Mau\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0290.3839220- 3838282 Fax 0290.3834358- 3836893\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông Lâm Q",Cà Mau,keyword_window,bo,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CMX,Công ty Cổ phần Camimex Group,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 999 Lý Thường Kiệt, Phường Tân Thành, tỉnh Cà Mau\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02906.553399\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\u003",Cà Mau,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CNG,Công ty cổ phần CNG Việt Nam,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 475 Nguyễn An Ninh, Phường Tam Thắng, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.254) 3574.635 Số fax : (84.254) 3574.619\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
COM,Công ty Cổ phần Vật tư - Xăng dầu,${this.renderText(this.dataTable?.Nganh)},13.71,1,"\u003c/b\u003e 549 Điện Biên Phủ, P.3, Q.3, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 38 321 111/ 302 222Fax: 028 38 325 555\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Trầ",Hồ Chí Minh,keyword_window,nhà nước; tong cong ty,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CRC,Công ty Cổ phần Create Capital Việt Nam,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e BT 3.1 Khu chức năng đô thị Tây Mỗ, 272 đường Hữu Hưng, Phường Tây Mỗ, TP HN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024.62.92.5566\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CTF,Công ty cổ phần City Auto,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 218 Quốc lộ 13, phường Hiệp Bình Chánh, quận Thủ Đức, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 37262626 - Fax: 08 37263626\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 168 KP.11, P.An Bình, T.P Biên Hòa, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02516 291081 Fax: 02516 291 082\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông V",Đồng Nai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CVT,Công ty Cổ phần CMC,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô B10.B11, Khu công nghiệp Thụy Vân, phường Nông Trang, tỉnh Phú Thọ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02103.991.706 Fax: 02103.991.800\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",Phú Thọ,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 47, đường D9, khu dân cư đường Võ Thị Sáu, khu phố Vinh Thạnh, Phường Trấn Biên, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 061 381 77 42 Fax: 061 381 77 68\u003c/p\u003e\u003cp\u003e\u003cb\u00",Đồng Nai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Phòng C301, tòa nhà Trung tâm Thương mại Đông Á, số 668, đường Phan Đình Phùng, tổ 11, P Đồng Quang, TP Thái Nguyên, Tỉnh Thái Nguyên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02803 651 967 - Fax: 02803 758 468\u",Thái Nguyên,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Quốc lộ 80, Cụm Công nghiệp Vàm Cống, ấp An Thạnh, xã Lấp Vò, tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-67) 3680 657 \u0001 Fax: (+84-67) 3680 657\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",Đồng Tháp,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 35 Lý Thái Tổ, T.P Bắc Ninh, tỉnh Bắc Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(241) 3895 111 - Fax: 84-(241) 3825 496\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",Bắc Ninh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DHA,Công ty Cổ phần Hóa An,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 20C, KP Cầu Hang - Phường Biên Hoà - Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0251.3954491 Fax: 0251.3954754\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",Đồng Nai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DHC,Công ty Cổ phần Đông Hải Bến Tre,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô AIII, KCN Giao Long, xã Giao Long, tỉnh Vĩnh Long\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0275) 363 5739 Fax (0275) 363 5738\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",Vĩnh Long,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DHM,Công ty cổ phần Thương mại và Khai thác Khoáng sản Dương Hiếu,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tổ 5, phường Gia Sàng, tỉnh Thái Nguyên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0208 3832 410 Fax: 0208 3835 942\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u0",Thái Nguyên,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 15 Thi Sách, Phường Vũng Tàu, Tp HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(64) 385 9248 - Fax: +84-(64) 360 712\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 90 Lê Duẩn, phường Phù Đổng, TP. Pleiku, Tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0269 374 83 67 Fax: 0269 374 73 66\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",Gia Lai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 15 tòa nhà Handico, KĐT mới Mễ Trì Hạ, đường Phạm Hùng, phường Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-24) 37 830 856 Fax: (84 24) 37 830 859\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DQC,Công ty Cổ phần Bóng đèn Điện Quang,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 121-123-125 Hàm Nghi, Phường Bến Thành, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-1900 1257 Fax: 84-(28) 382 515 18\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DRL,Công ty Cổ phần Thủy điện – Điện lực 3,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Thôn Nhà Đèn, Xã EaPô, Huyện Cư Jút, Tỉnh Đắk Nông.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0261 3684 888 Fax: 0261 3684 666\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Nguyễn",Đắk Nông,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,${this.renderText(this.dataTable?.Nganh)},20.0,1,"\u003c/b\u003e Số 59 – 65 Huỳnh Mẫn Đạt, Phường 5, Quận 5, Tp. Hồ Chí Minh \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3923 62 38 Fax: 028 3923 53 60\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",Hồ Chí Minh,keyword_window,nhà nước; ubnd,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DVP,Công ty cổ phần Đầu tư và Phát triển Cảng Đình Vũ,${this.renderText(this.dataTable?.Nganh)},1.0,1,"\u003c/b\u003e Cảng Đình Vũ, P.Đông Hải, Q.Hải An, Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 376 9992 Fax: 0225 376 9992\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Lê Thị Hải T",Hải Phòng,keyword_window,bo,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tòa nhà Hội sở Tập đoàn Đất Xanh, số 2W Ung Văn Khiêm, phường 25, quận Bình Thạnh, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 6252 5252 - Fax: 028 6285 3896\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
FCN,Công ty cổ phần FECON,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 15, Tòa nhà CEO, Lô HH2-1, đường Phạm Hùng, Phường Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 6269 0481/82 | Fax: (84-4) 6269 0484\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố t",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
FIR,Công ty Cổ phần Địa ốc First Real,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 5, Khu văn phòng - Khu phức hợp Khách sạn Bạch Đằng, số 50 đường Bạch Đằng, P.Hải Châu, Q.Hải Châu, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-0236) 3616767\u003c/p\u003e\u003cp\u003e\u003cb\u",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 21/6D Phan Huy Ích, P14, Quận Gò Vấp, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3589 4287 Fax : 028 3589 4288\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GEE,Công ty cổ phần Điện lực GELEX,${this.renderText(this.dataTable?.Nganh)},100.0,1,"\u003c/b\u003e 52 Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 73012344 Fax: 024 36331510\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",Hà Nội,keyword_window,tong cong ty; tap doan,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GEG,Công ty Cổ phần Điện Gia Lai,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 114 Trường Chinh, Phường Pleiku, Tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0269 3823604 / 0283 9998822\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u00",Gia Lai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GEX,Công ty Cổ phần Tập đoàn GELEX,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 24, Tòa nhà GELEX, 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 24 3972 6245/46 Fax: +84 24 3972 6282\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GHC,Công ty Cổ phần Thủy điện Gia Lai,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 114 Trường Chinh, Phường Phù Đổng-Thành phố Pleiku-Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0269) 383 0013 - Fax : (0269) 383 0013\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",Gia Lai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 334A Phan Văn Trị, Phường 11, Quận Bình Thạnh, TP. Hồ CHí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 35162288 - Fax: 028 35160118\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GMD,Công ty Cổ phần Gemadept,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 2 Bis-4-6 Lê Thánh Tôn, phường Sài Gòn, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 38 236 236 Fax: 84-(8) 38 235 236\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GSP,Công ty cổ phần Vận tải Sản phẩm khí quốc tế,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lầu 9, tòa nhà Green Power, 35 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 2220 5388 - Fax: 028 2220 5366\u003c/p\u003e\u003cp\u003e\u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,${this.renderText(this.dataTable?.Nganh)},100.0,1,"\u003c/b\u003e Đại lộ Bình Dương, phường Thuận Giao, thị xã Thuận An, tỉnh Bình Dương\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0274 371 80 25 Fax: 0274 371 80 26\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",Bình Dương,explicit_100,nhà nước; tong cong ty; tap doan,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Số 2 Ngô Đức Kế, phường Sài Gòn, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-6275 4816 - Fax: +84-(028)-3844 2194\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HAS,Công ty Cổ phần HACISCO,${this.renderText(this.dataTable?.Nganh)},,1,\u003c/b\u003e Số 51 Vũ Trọng Phụng - Q.Thanh Xuân - Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3858 3965 - Fax: +84-(04)-3858 5563\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u,Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầnng 3 tòa nhà HODECO Plaza, 36 Nguyễn Thái Học, phường 7, T.P Vũng Tàu, tỉnh Bà Rịa-Vũng Tàu\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(64) 385 62 74 Fax: 84-(64) 385 62 05\u003c/p\u003e\u003cp\u003e\u003c",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HDG,Công ty Cổ phần Tập đoàn Hà Đô,${this.renderText(this.dataTable?.Nganh)},,1,\u003c/b\u003e Số 8 - Láng Hạ - Ba Đình - Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3831 0347/0348 Fax: 84-(4) 3835 5526\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u00,Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HHV,Công ty cổ phần Đầu tư hạ tầng giao thông Đèo Cả,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Km11 + 500 tuyến đường dẫn phía Nam hầm Hải Vân, Phường Hải Vân, TP Đã Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0511) 3730574/ Fax:(0511) 3842713\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HII,Công ty Cổ phần An Tiến Industries,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Khu công nghiệp phía Nam, phường Văn Phú, tỉnh Lào Cai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 (0216) 3853 886 - Fax: +84 (0216) 3851 123\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",Lào Cai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HPA,Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e \u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e\u003c/p\u003e""},""Message"":null,""Success"":true}",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HPX,Công ty cổ phần Đầu tư Hải Phát,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 5, Toà CT3, The Pride, Khu ĐTM An Hưng, phường Hà Đông, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-24-32.080.666 - Fax +84-24-32.080.566\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông t",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Số 9 Đại Lộ Thống Nhất, KCN Sóng Thần II, Phường Dĩ An, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0274 379 09 55 ; Fax: 0274 379 08 88\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 17, nhà D, Văn phòng Chính Phủ - Nhà khách La Thành, số 226 Vạn Phúc, phường Ngọc Hà, HN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02126.255.599 Fax : 02126.255.599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HTI,Công ty Cổ phần Đầu tư phát triển hạ tầng IDICO,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Km 1906+700 Quốc lộ 1A, KP5, P.Bình Hưng Hòa B, Q.Bình Tân, TP Hồ Chí Minh.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3750 3042 Fax: 028 3750 2825\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô 46, đường số 3, KCN Tân Tạo, phường Tân Tạo, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3754 3188 Fax: 028 3754 3189\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HUB,Công ty cổ phần Xây lắp Thừa Thiên Huế,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 72 đường Phạm Văn Đồng, Phường Vỹ Dạ, quận Thuận Hóa, TP Huế, Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0234) 3821510 - 3849390 - 3849472 Fax: (0234) 3\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười c",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
